name,createdAt,primaryLanguage,stargazers,pullRequests,releases,updatedAt,total_issues,closed_issues,issue_closure_ratio,age,last_update
chakra-ui,2019-08-17T14:27:54Z,MDX,37334,2386,1000,2024-08-22T19:41:28Z,3634,3355,0.9232250963126032,5,0
cobra,2013-09-03T20:40:26Z,Go,37332,581,22,2024-08-22T23:12:25Z,1150,956,0.831304347826087,11,0
styleguide,2015-05-20T19:18:59Z,HTML,37145,161,0,2024-08-22T13:51:26Z,328,166,0.5060975609756098,9,0
odoo,2014-05-13T15:38:58Z,Python,36961,6175,0,2024-08-22T23:39:44Z,17592,14852,0.8442473851750796,10,0
Made-With-ML,2018-11-05T03:44:27Z,Jupyter Notebook,36959,147,0,2024-08-22T08:06:32Z,71,56,0.7887323943661971,6,0
freecodecamp.cn,2016-09-30T03:13:43Z,CSS,36933,55,0,2024-08-22T12:21:58Z,603,445,0.7379767827529021,8,0
Open-Assistant,2022-12-13T05:24:17Z,Python,36924,1616,127,2024-08-22T20:30:02Z,1641,1418,0.8641072516758075,2,0
chinese-independent-developer,2017-09-21T11:08:23Z,Unknown,36861,235,0,2024-08-22T23:39:48Z,137,136,0.9927007299270073,7,0
phaser,2013-04-12T12:27:51Z,JavaScript,36849,1673,150,2024-08-22T20:59:23Z,4365,4305,0.9862542955326461,11,0
zju-icicles,2016-06-28T16:17:32Z,HTML,36822,211,0,2024-08-22T19:32:12Z,76,64,0.8421052631578947,8,0
tidb,2015-09-06T04:01:52Z,Go,36791,29327,196,2024-08-22T22:47:47Z,18752,15270,0.8143131399317406,9,0
htmx,2020-04-13T16:17:51Z,JavaScript,36744,752,22,2024-08-23T00:26:49Z,1354,826,0.6100443131462334,4,0
free,2020-06-07T02:48:33Z,Unknown,36676,0,0,2024-08-22T21:45:24Z,655,184,0.28091603053435116,4,0
diagrams,2020-02-02T15:23:24Z,Python,36657,255,40,2024-08-23T00:36:50Z,493,190,0.385395537525355,4,0
nvm-windows,2014-09-20T16:37:28Z,Go,36612,97,20,2024-08-22T21:48:57Z,849,778,0.9163722025912838,10,0
English-level-up-tips,2017-05-30T07:18:52Z,HTML,36527,26,0,2024-08-22T23:55:59Z,98,71,0.7244897959183674,7,0
interview_internal_reference,2019-06-10T06:54:19Z,Python,36492,35,0,2024-08-22T09:48:17Z,45,18,0.4,5,0
preact,2015-09-11T02:40:18Z,JavaScript,36482,1666,209,2024-08-22T23:38:02Z,1808,1683,0.9308628318584071,9,0
open-webui,2023-10-06T22:08:27Z,Svelte,36465,1116,46,2024-08-23T00:26:38Z,1862,1733,0.930719656283566,1,0
cli,2019-10-03T15:24:53Z,Go,36457,2165,140,2024-08-22T19:33:08Z,4294,3664,0.8532836516068933,5,0
tutorials,2013-04-29T18:26:36Z,Java,36426,12218,0,2024-08-22T22:09:21Z,754,730,0.9681697612732095,11,0
gorm,2013-10-25T08:31:38Z,Go,36391,714,2,2024-08-23T00:18:08Z,5729,5319,0.9284342817245592,11,0
pure-bash-bible,2018-06-13T01:39:33Z,Shell,36372,28,0,2024-08-22T21:16:02Z,77,33,0.42857142857142855,6,0
ClickHouse,2016-06-02T08:28:18Z,C++,36331,39570,574,2024-08-23T00:01:54Z,20935,17550,0.8383090518270838,8,0
ant-design-pro,2017-08-25T10:40:44Z,TypeScript,36252,960,26,2024-08-22T18:57:15Z,9630,9495,0.985981308411215,7,0
50projects50days,2020-11-16T14:39:01Z,CSS,36246,42,0,2024-08-22T22:31:51Z,0,0,0.0,4,0
manifesto,2023-08-13T16:17:24Z,HTML,36238,761,0,2024-08-22T21:09:04Z,25,11,0.44,1,0
FastChat,2023-03-19T00:18:02Z,Python,36221,787,14,2024-08-23T00:29:23Z,1752,1004,0.5730593607305936,1,0
llm-course,2023-06-17T22:16:25Z,Jupyter Notebook,36110,1,0,2024-08-23T00:18:31Z,65,26,0.4,1,0
vaultwarden,2018-02-17T22:40:20Z,Rust,36101,817,59,2024-08-23T00:23:27Z,2015,2000,0.9925558312655087,6,0
python-cheatsheet,2018-01-25T04:16:53Z,Python,36037,14,0,2024-08-22T23:51:12Z,65,60,0.9230769230769231,6,0
leveldb,2014-08-27T21:17:52Z,C++,35990,61,21,2024-08-22T20:50:27Z,755,534,0.7072847682119205,10,0
airflow,2015-04-13T18:04:58Z,Python,35960,21522,88,2024-08-23T00:25:59Z,9474,8627,0.9105974245302935,9,0
shellcheck,2012-11-17T03:15:11Z,Haskell,35937,285,29,2024-08-22T23:52:57Z,2645,1643,0.62117202268431,12,0
lazydocker,2019-05-18T08:53:50Z,Go,35931,181,40,2024-08-23T00:24:33Z,316,181,0.5727848101265823,5,0
vim,2015-08-18T21:03:56Z,Vim Script,35924,438,0,2024-08-22T20:04:19Z,8181,6764,0.8267937904901601,9,0
JavaFamily,2019-11-12T04:26:18Z,Unknown,35862,2,0,2024-08-22T14:42:51Z,62,60,0.967741935483871,5,0
nanoGPT,2022-12-28T00:51:12Z,Python,35813,44,0,2024-08-23T00:18:57Z,311,102,0.3279742765273312,2,0
mitmproxy,2010-02-16T04:10:13Z,Python,35663,2363,66,2024-08-23T00:07:18Z,3346,3031,0.9058577405857741,14,0
DragGAN,2023-05-18T10:08:02Z,Python,35634,18,0,2024-08-22T14:53:00Z,188,46,0.24468085106382978,1,0
og-aws,2016-07-13T17:30:16Z,Shell,35630,498,0,2024-08-22T14:11:16Z,227,87,0.3832599118942731,8,0
v,2019-02-08T02:57:06Z,V,35620,10721,220,2024-08-22T23:39:58Z,8488,7589,0.8940857681432611,5,0
lerna,2015-12-04T09:36:55Z,TypeScript,35601,960,238,2024-08-22T21:00:11Z,2618,2251,0.859816653934301,9,0
istio,2016-11-18T23:57:21Z,Go,35596,26002,356,2024-08-22T23:58:33Z,19805,19313,0.9751577884372633,8,0
wtfpython,2017-08-28T20:22:19Z,Python,35589,100,2,2024-08-22T17:54:18Z,197,125,0.6345177664974619,7,0
deeplearningbook-chinese,2016-12-07T11:46:51Z,TeX,35539,16,7,2024-08-22T20:59:35Z,201,137,0.681592039800995,8,0
GFPGAN,2021-03-19T06:18:20Z,Python,35378,14,8,2024-08-23T00:05:29Z,469,125,0.26652452025586354,3,0
arthas,2018-08-29T17:15:57Z,Java,35269,513,53,2024-08-22T22:48:30Z,1980,1663,0.8398989898989899,6,0
taro,2018-04-08T09:32:26Z,TypeScript,35261,3220,180,2024-08-22T22:26:46Z,11110,9883,0.8895589558955895,6,0
curl,2010-03-18T22:32:22Z,C,35192,180,81,2024-08-22T22:12:37Z,4632,4623,0.9980569948186528,14,0
fullPage.js,2013-09-20T11:58:29Z,JavaScript,35120,309,95,2024-08-22T20:48:33Z,4083,3947,0.9666911584619152,11,0
hello-algorithm,2020-05-29T05:47:09Z,Java,35094,26,0,2024-08-22T15:07:36Z,42,32,0.7619047619047619,4,0
aspnetcore,2014-03-11T06:09:42Z,C#,35070,15977,232,2024-08-23T00:14:48Z,34438,31142,0.9042917707183925,10,0
koa,2013-07-20T18:53:45Z,JavaScript,35068,493,0,2024-08-22T19:18:15Z,906,874,0.9646799116997793,11,0
bark,2023-04-07T19:34:48Z,Jupyter Notebook,34998,19,0,2024-08-22T20:58:38Z,430,230,0.5348837209302325,1,0
tldraw,2021-05-09T11:48:37Z,TypeScript,34963,2155,37,2024-08-23T00:35:29Z,1151,907,0.788010425716768,3,0
shadowsocks-android,2012-12-16T13:40:29Z,Kotlin,34935,253,184,2024-08-23T00:15:49Z,2488,2435,0.9786977491961415,12,0
lottie-android,2016-10-06T22:42:42Z,Java,34911,677,50,2024-08-22T23:12:53Z,1713,1690,0.986573263280794,8,0
wtfjs,2017-07-14T15:42:12Z,JavaScript,34884,124,25,2024-08-22T18:04:03Z,112,96,0.8571428571428571,7,0
sheetjs,2012-12-03T19:25:52Z,Unknown,34878,106,0,2024-08-22T23:38:55Z,2384,2267,0.9509228187919463,12,0
devdocs,2013-10-24T18:16:07Z,Ruby,34841,748,0,2024-08-22T21:07:43Z,1168,996,0.8527397260273972,11,0
quivr,2023-05-12T23:53:30Z,Python,34814,1563,312,2024-08-23T00:33:46Z,1272,1180,0.9276729559748428,1,0
nativefier,2015-07-05T05:56:42Z,TypeScript,34807,261,99,2024-08-22T20:36:08Z,1237,982,0.793856103476152,9,0
MockingBird,2021-08-07T03:53:39Z,Python,34791,77,1,2024-08-22T23:42:05Z,875,411,0.4697142857142857,3,0
hackathon-starter,2013-11-13T17:24:12Z,JavaScript,34790,323,15,2024-08-22T20:27:23Z,650,643,0.9892307692307692,11,0
aria2,2010-11-27T09:41:48Z,C++,34778,252,24,2024-08-22T23:01:17Z,1844,807,0.4376355748373102,14,0
bevy,2020-01-18T21:13:55Z,Rust,34777,3437,28,2024-08-23T00:19:52Z,5252,3506,0.6675552170601675,4,0
llama_index,2022-11-02T04:24:54Z,Python,34620,5065,314,2024-08-22T23:33:34Z,4860,4221,0.8685185185185185,2,0
glide,2013-07-08T22:52:33Z,Java,34554,538,47,2024-08-22T22:40:24Z,4429,3911,0.8830435764280876,11,0
955.WLB,2019-03-27T23:53:37Z,Unknown,34540,18,0,2024-08-22T12:28:48Z,260,81,0.31153846153846154,5,0
TaskMatrix,2023-03-02T09:04:28Z,Python,34536,21,0,2024-08-23T00:01:40Z,351,134,0.3817663817663818,1,0
tesseract.js,2015-06-24T02:49:52Z,JavaScript,34469,172,53,2024-08-22T23:59:48Z,689,659,0.9564586357039188,9,0
the-way-to-go_ZH_CN,2013-03-24T17:18:38Z,Go,34455,592,0,2024-08-22T13:56:17Z,0,0,0.0,11,0
node-v0.x-archive,2009-05-27T16:29:46Z,Unknown,34448,218,0,2024-08-22T16:37:43Z,6378,6378,1.0,15,0
awesome-react-native,2015-03-26T19:58:06Z,JavaScript,34435,912,0,2024-08-22T15:14:07Z,72,35,0.4861111111111111,9,0
DeepSpeed,2020-01-23T18:35:18Z,Python,34433,2319,78,2024-08-23T00:35:41Z,2684,1693,0.6307749627421758,4,0
carbon,2017-06-16T02:50:28Z,JavaScript,34400,659,215,2024-08-22T22:24:17Z,670,602,0.8985074626865671,7,0
gym,2016-04-27T14:59:16Z,Python,34397,999,19,2024-08-22T21:23:38Z,1818,1722,0.9471947194719472,8,0
date-fns,2014-10-06T10:24:22Z,TypeScript,34346,1067,120,2024-08-22T21:36:07Z,1871,1326,0.7087119187600214,10,0
tmux,2015-06-03T23:32:55Z,C,34213,1,35,2024-08-23T00:06:12Z,3393,3348,0.986737400530504,9,0
photoprism,2018-01-27T12:00:15Z,Go,34209,644,70,2024-08-23T00:27:01Z,2164,1728,0.7985212569316081,6,0
interview,2018-02-09T09:49:48Z,C++,34206,35,0,2024-08-22T23:21:58Z,62,40,0.6451612903225806,6,0
streamlit,2019-08-24T00:14:52Z,Python,34194,4006,82,2024-08-22T23:45:06Z,4434,3548,0.8001804239963916,5,0
Ryujinx,2018-02-04T23:07:54Z,C#,34183,2965,0,2024-08-23T00:02:45Z,3324,2405,0.72352587244284,6,0
insomnia,2016-04-23T03:54:26Z,JavaScript,34152,2754,460,2024-08-23T00:30:18Z,3601,2948,0.8186614829214107,8,0
termux-app,2015-10-23T09:42:46Z,Java,34113,149,91,2024-08-23T00:04:04Z,2630,2305,0.876425855513308,9,0
lapce,2018-02-06T08:41:06Z,Rust,34105,1089,30,2024-08-23T00:28:08Z,1880,1151,0.6122340425531915,6,0
trpc,2020-07-18T01:17:11Z,TypeScript,34100,3220,200,2024-08-22T23:22:46Z,1073,981,0.9142590866728798,4,0
googletest,2015-07-28T15:07:53Z,C++,34094,808,9,2024-08-22T21:34:33Z,2231,1960,0.8785298072613178,9,0
TrafficMonitor,2017-07-30T02:51:17Z,C++,34057,43,24,2024-08-22T21:46:45Z,1650,635,0.38484848484848483,7,0
caffe,2013-09-12T18:39:48Z,C++,34009,1087,14,2024-08-21T21:04:48Z,4797,3897,0.8123827392120075,11,1
novu,2021-08-26T15:22:44Z,TypeScript,34008,4007,36,2024-08-22T23:42:18Z,1462,1187,0.8119015047879617,3,0
clipboard.js,2015-09-18T23:04:55Z,JavaScript,33956,117,42,2024-08-22T15:07:19Z,625,616,0.9856,9,0
whisper.cpp,2022-09-25T18:26:37Z,C,33939,523,17,2024-08-23T00:27:49Z,1274,638,0.5007849293563579,2,0
typeorm,2016-02-29T07:41:14Z,TypeScript,33895,1969,32,2024-08-22T15:36:19Z,8117,5731,0.7060490328939263,8,0
v2rayNG,2019-05-15T02:15:31Z,Kotlin,33885,245,187,2024-08-23T00:25:07Z,2727,2699,0.9897323065639897,5,0
formik,2017-06-14T19:50:59Z,TypeScript,33829,821,196,2024-08-22T12:57:38Z,2239,1550,0.6922733363108531,7,0
vim-plug,2013-09-10T14:58:51Z,Vim Script,33809,175,8,2024-08-22T15:25:04Z,1018,953,0.9361493123772102,11,0
AI-For-Beginners,2021-03-03T16:27:36Z,Jupyter Notebook,33801,157,0,2024-08-22T23:20:29Z,111,92,0.8288288288288288,3,0
12306,2017-05-17T12:23:40Z,Python,33728,31,1,2024-08-22T16:36:40Z,691,466,0.6743849493487699,7,0
pandoc,2010-03-20T20:34:23Z,Haskell,33706,1570,137,2024-08-22T20:10:42Z,7566,6514,0.8609569125033043,14,0
google-research,2018-10-04T18:42:48Z,Jupyter Notebook,33674,29,0,2024-08-22T22:03:32Z,1228,324,0.26384364820846906,6,0
gold-miner,2015-11-04T03:29:13Z,Unknown,33631,3563,0,2024-08-22T09:26:23Z,5591,5586,0.9991057055982829,9,0
metasploit-framework,2011-08-30T06:13:20Z,Ruby,33620,10680,0,2024-08-23T00:05:58Z,6024,5620,0.9329349269588313,13,0
shadowsocks,2012-04-20T13:10:49Z,Python,33543,70,2,2024-08-22T20:43:21Z,0,0,0.0,12,0
Files,2019-01-04T18:19:14Z,C#,33527,5020,116,2024-08-22T23:48:49Z,9907,9430,0.9518522256990007,5,0
compose,2013-12-09T11:40:58Z,Go,33414,3097,230,2024-08-22T23:52:20Z,7619,7387,0.9695498096863105,11,0
zig,2015-08-06T00:51:28Z,Zig,33349,7844,18,2024-08-22T23:48:52Z,11126,8220,0.7388099946072263,9,0
HanLP,2014-10-09T06:36:16Z,Python,33338,78,57,2024-08-23T00:00:02Z,1408,1399,0.9936079545454546,10,0
AFNetworking,2011-05-31T21:28:44Z,Objective-C,33336,710,40,2024-08-22T17:57:57Z,0,0,0.0,13,0
brackets,2011-12-07T21:14:40Z,JavaScript,33264,4332,69,2024-08-22T23:14:32Z,9683,7066,0.7297325209129402,13,0
awesome-javascript,2014-07-01T15:59:02Z,Unknown,33249,377,0,2024-08-22T23:40:02Z,89,86,0.9662921348314607,10,0
Summer2025-Internships,2020-05-23T20:53:18Z,Unknown,33229,1668,0,2024-08-22T23:41:49Z,2260,2257,0.9986725663716814,4,0
netty,2010-11-09T09:22:21Z,Java,33210,3520,0,2024-08-22T23:18:45Z,6433,5869,0.9123270635784237,14,0
AndroidUtilCode,2016-07-30T18:18:32Z,Java,33190,88,117,2024-08-22T16:11:56Z,1571,1277,0.8128580521960534,8,0
cli,2012-02-25T12:39:13Z,Python,33184,399,46,2024-08-22T23:48:57Z,868,712,0.8202764976958525,12,0
fd,2017-05-09T21:27:10Z,Rust,33111,580,39,2024-08-22T21:50:41Z,854,758,0.8875878220140515,7,0
react-beautiful-dnd,2017-08-09T03:37:15Z,JavaScript,33066,527,68,2024-08-23T00:05:24Z,1601,1043,0.6514678326046222,7,0
awesome-compose,2020-02-13T08:51:42Z,HTML,33051,149,0,2024-08-23T00:20:24Z,112,39,0.3482142857142857,4,0
EasySpider,2020-07-18T02:41:27Z,JavaScript,33026,32,9,2024-08-23T00:22:14Z,468,386,0.8247863247863247,4,0
jieba,2012-09-29T07:52:01Z,Python,32991,96,9,2024-08-22T18:55:33Z,850,227,0.26705882352941174,12,0
Awesome-Design-Tools,2019-02-12T13:55:30Z,JavaScript,32990,283,0,2024-08-22T23:58:41Z,34,25,0.7352941176470589,5,0
REKCARC-TSC-UHT,2019-04-05T03:31:23Z,HTML,32982,156,0,2024-08-22T15:09:43Z,31,30,0.967741935483871,5,0
halo,2018-03-21T12:56:52Z,Java,32970,2122,182,2024-08-22T14:37:38Z,3804,3457,0.9087802313354364,6,0
gulp,2013-07-04T05:26:06Z,JavaScript,32958,405,23,2024-08-22T21:55:44Z,1928,1904,0.9875518672199171,11,0
XX-Net,2015-01-15T09:35:51Z,Python,32948,362,388,2024-08-22T13:32:47Z,13286,5395,0.4060665362035225,9,0
immutable-js,2014-07-02T06:02:29Z,TypeScript,32908,511,80,2024-08-22T23:16:06Z,1239,1135,0.9160613397901534,10,0
jellyfin,2018-12-09T06:36:45Z,C#,32905,4131,76,2024-08-22T23:41:32Z,6227,5738,0.9214710133290509,6,0
TTS,2020-05-20T15:45:28Z,Python,32889,467,98,2024-08-22T23:01:38Z,1089,1024,0.9403122130394858,4,0
appsmith,2020-06-30T04:07:36Z,TypeScript,32847,12161,238,2024-08-22T22:56:25Z,20615,16903,0.8199369391219985,4,0
daisyui,2020-11-28T22:57:27Z,Svelte,32826,283,41,2024-08-23T00:35:42Z,1568,1489,0.9496173469387755,4,0
spring-boot-demo,2017-11-10T06:27:29Z,Java,32767,15,0,2024-08-22T17:06:05Z,165,73,0.44242424242424244,7,0
ray,2016-10-25T19:38:30Z,Python,32738,22915,90,2024-08-23T00:19:25Z,18246,14822,0.8123424312178011,8,0
fiber,2020-01-16T03:59:20Z,Go,32713,1456,122,2024-08-22T22:16:04Z,1403,1314,0.9365645046329294,4,0
marked,2011-07-24T13:15:51Z,JavaScript,32644,1381,133,2024-08-22T17:42:55Z,1489,1468,0.9858965748824715,13,0
zod,2020-03-07T20:59:08Z,TypeScript,32599,493,89,2024-08-22T23:39:50Z,1916,1531,0.7990605427974948,4,0
zxing,2011-10-12T14:07:27Z,Java,32580,311,31,2024-08-22T20:16:35Z,1275,1269,0.9952941176470588,13,0
LeetCode-Go,2017-07-18T00:06:14Z,Go,32578,174,4,2024-08-22T22:51:06Z,76,62,0.8157894736842105,7,0
WeChatMsg,2023-01-11T05:03:49Z,Python,32515,62,32,2024-08-22T16:41:04Z,399,349,0.87468671679198,1,0
slidev,2021-04-24T01:25:23Z,TypeScript,32437,571,351,2024-08-22T23:00:18Z,1013,952,0.9397828232971372,3,0
ijkplayer,2013-06-03T04:12:04Z,C,32357,35,0,2024-08-22T10:46:54Z,5347,2535,0.4740976248363568,11,0
awesome-shell,2014-07-07T01:57:42Z,Unknown,32355,307,0,2024-08-23T00:20:28Z,57,22,0.38596491228070173,10,0
helix,2020-06-01T04:26:56Z,Rust,32339,3569,26,2024-08-23T00:31:39Z,4399,3807,0.865423959990907,4,0
ShadowsocksX-NG,2016-06-10T11:49:00Z,Swift,32294,63,29,2024-08-22T06:34:58Z,1352,1044,0.772189349112426,8,0
ccxt,2017-05-14T15:41:56Z,Python,32290,11361,66,2024-08-22T21:22:09Z,10118,9266,0.9157936351057522,7,0
material-design-lite,2015-01-14T22:01:33Z,HTML,32281,655,14,2024-08-22T18:47:22Z,2185,1812,0.8292906178489703,9,0
carbon-lang,2020-04-27T21:45:16Z,C++,32263,2896,64,2024-08-23T00:13:05Z,597,492,0.8241206030150754,4,0
husky,2014-06-23T12:14:21Z,JavaScript,32206,255,78,2024-08-22T21:46:30Z,1034,1001,0.9680851063829787,10,0
expo,2016-08-15T17:14:25Z,TypeScript,32201,13708,0,2024-08-22T23:53:11Z,14254,13819,0.9694822505963239,8,0
typst,2019-09-24T21:41:56Z,Rust,32199,1186,16,2024-08-23T00:20:05Z,2369,1777,0.7501055297593922,5,0
gitness,2014-02-07T07:54:44Z,Go,32041,1022,41,2024-08-22T21:47:16Z,1946,1806,0.9280575539568345,10,0
framework,2013-01-10T21:27:28Z,PHP,32033,15264,748,2024-08-22T20:42:53Z,18125,18118,0.9996137931034482,11,0
JavaScript,2017-07-13T06:12:33Z,JavaScript,31978,787,0,2024-08-22T22:00:50Z,192,188,0.9791666666666666,7,0
solid,2018-04-24T16:36:27Z,TypeScript,31925,346,34,2024-08-22T22:30:21Z,986,906,0.9188640973630832,6,0
penpot,2015-12-29T22:09:07Z,Clojure,31819,2960,40,2024-08-23T00:28:11Z,1521,1200,0.7889546351084813,9,0
easyexcel,2018-02-06T03:14:08Z,Java,31818,188,13,2024-08-23T00:34:47Z,3439,3065,0.8912474556557138,6,0
sqlmap,2012-06-26T09:52:15Z,Python,31715,165,9,2024-08-22T22:19:37Z,5204,5156,0.9907763259031515,12,0
logseq,2020-05-23T00:06:06Z,Clojure,31702,2924,147,2024-08-22T23:42:39Z,7604,6064,0.7974750131509731,4,0
fastify,2016-09-28T19:10:14Z,JavaScript,31701,2745,284,2024-08-22T23:42:28Z,1971,1899,0.9634703196347032,8,0
gradio,2018-12-19T08:24:04Z,Python,31696,3652,1000,2024-08-23T00:20:56Z,4629,4120,0.8900410455821992,6,0
android-open-project,2014-01-05T15:20:15Z,Unknown,31594,204,0,2024-08-22T19:27:32Z,84,74,0.8809523809523809,10,0
RSSHub,2018-04-02T14:43:21Z,TypeScript,31584,8911,0,2024-08-23T00:28:24Z,5407,5099,0.9430368041427779,6,0
awesome-awesomeness,2014-07-08T05:44:19Z,Ruby,31578,197,0,2024-08-22T20:24:19Z,68,52,0.7647058823529411,10,0
GitHubDaily,2018-12-30T13:56:58Z,Unknown,31553,3,0,2024-08-22T10:20:39Z,439,167,0.3804100227790433,6,0
run,2022-04-10T05:42:40Z,Unknown,31402,172,0,2024-08-22T22:43:24Z,251,212,0.8446215139442231,2,0
GPT-SoVITS,2024-01-14T18:05:21Z,Python,31395,250,1,2024-08-23T00:10:51Z,1116,592,0.5304659498207885,0,0
beego,2012-02-29T02:32:08Z,Go,31341,1294,33,2024-08-22T14:44:01Z,3336,3330,0.9982014388489209,12,0
nushell,2019-05-10T16:59:42Z,Rust,31331,6622,98,2024-08-22T22:59:05Z,5578,4252,0.7622803872355683,5,0
Coursera-ML-AndrewNg-Notes,2017-11-04T10:04:08Z,HTML,31314,13,0,2024-08-22T23:20:00Z,67,15,0.22388059701492538,7,0
system-design,2022-08-15T18:59:54Z,Unknown,31250,11,0,2024-08-22T21:53:40Z,20,19,0.95,2,0
certbot,2014-11-12T02:52:20Z,Python,31244,3755,52,2024-08-23T00:05:26Z,5308,5131,0.9666541070082894,10,0
pytorch-image-models,2019-02-02T05:51:12Z,Python,31208,365,58,2024-08-23T00:04:01Z,901,857,0.951165371809101,5,0
chatgpt-web,2023-02-09T03:21:37Z,Vue,31175,159,43,2024-08-22T16:51:17Z,1742,1740,0.9988518943742825,1,0
AgentGPT,2023-04-07T02:29:19Z,TypeScript,31167,539,12,2024-08-22T22:53:31Z,456,334,0.7324561403508771,1,0
graphql-engine,2018-06-18T07:57:36Z,TypeScript,31016,2109,270,2024-08-22T16:47:55Z,6198,3978,0.6418199419167473,6,0
jQuery-File-Upload,2010-12-01T15:35:32Z,PHP,30963,119,0,2024-08-21T23:22:30Z,3307,3258,0.9851829452676142,14,1
engineering-blogs,2015-06-13T18:25:17Z,Ruby,30888,681,0,2024-08-23T00:31:27Z,91,74,0.8131868131868132,9,0
poetry,2018-02-28T15:23:47Z,Python,30869,2076,133,2024-08-22T20:37:56Z,5829,5219,0.8953508320466632,6,0
NewPipe,2015-09-03T23:39:26Z,Java,30849,1554,131,2024-08-22T22:44:02Z,8898,7707,0.8661496965610249,9,0
swc,2017-12-22T11:40:14Z,Rust,30837,4797,537,2024-08-22T22:35:14Z,3494,3164,0.9055523755008587,7,0
Python,2011-11-30T09:04:08Z,Python,30832,1471,0,2024-08-22T19:50:57Z,407,131,0.32186732186732187,13,0
Langchain-Chatchat,2023-03-31T12:12:45Z,TypeScript,30791,591,31,2024-08-22T21:30:32Z,3734,3622,0.9700053561863953,1,0
linux-command,2016-11-12T15:44:26Z,Markdown,30775,325,27,2024-08-23T00:20:42Z,183,116,0.6338797814207651,8,0
vault,2015-02-25T00:15:59Z,Go,30766,18722,146,2024-08-22T22:08:17Z,6107,5071,0.8303586048796463,9,0
awesome-php,2013-11-26T03:14:19Z,Unknown,30755,435,0,2024-08-22T16:03:50Z,136,134,0.9852941176470589,11,0
zsh-autosuggestions,2013-10-26T16:09:37Z,Shell,30753,112,0,2024-08-22T23:02:19Z,589,450,0.7640067911714771,11,0
cal.com,2021-03-22T13:47:42Z,TypeScript,30675,7264,281,2024-08-22T23:48:24Z,6509,5784,0.8886157627899831,3,0
openpose,2017-04-24T14:06:31Z,C++,30665,174,15,2024-08-22T19:51:26Z,1963,1660,0.8456444218033622,7,0
Blog,2017-03-13T10:04:33Z,Unknown,30639,3,0,2024-08-22T15:48:29Z,314,98,0.31210191082802546,7,0
MS-DOS,2018-06-25T18:26:02Z,Assembly,30578,37,0,2024-08-23T00:28:24Z,0,0,0.0,6,0
rxjs,2015-03-15T06:17:10Z,TypeScript,30547,2587,2,2024-08-22T23:28:49Z,3147,2934,0.9323164918970448,9,0
modern-unix,2021-01-12T00:50:14Z,Unknown,30532,10,0,2024-08-22T23:46:47Z,81,16,0.19753086419753085,3,0
vimrc,2012-05-29T16:19:29Z,Vim Script,30498,107,0,2024-08-22T23:43:24Z,510,510,1.0,12,0
leetcode,2018-09-16T14:03:03Z,Java,30464,3074,20,2024-08-23T00:16:06Z,43,41,0.9534883720930233,6,0
clash-verge-rev,2023-11-21T18:24:03Z,TypeScript,30459,101,39,2024-08-23T00:28:24Z,1446,1218,0.8423236514522822,1,0
OpenHands,2024-03-13T03:33:31Z,Python,30440,1776,8,2024-08-23T00:32:16Z,1266,1144,0.9036334913112164,0,0
yew,2017-12-16T14:19:02Z,MDX,30431,1693,35,2024-08-22T21:32:05Z,1236,1121,0.906957928802589,7,0
p3c,2017-06-23T06:15:51Z,Kotlin,30334,62,0,2024-08-22T18:05:45Z,856,698,0.8154205607476636,7,0
learnGitBranching,2012-08-13T22:36:09Z,JavaScript,30312,565,0,2024-08-22T17:35:45Z,477,446,0.9350104821802935,12,0
libpku,2018-11-22T13:33:06Z,TeX,30303,22,0,2024-08-23T00:33:20Z,41,31,0.7560975609756098,6,0
How-To-Ask-Questions-The-Smart-Way,2015-03-28T16:52:40Z,JavaScript,30302,97,0,2024-08-22T14:43:58Z,30,22,0.7333333333333333,9,0
spacedrive,2021-09-27T05:09:04Z,TypeScript,30299,1824,25,2024-08-23T00:36:45Z,441,366,0.8299319727891157,3,0
html2canvas,2011-07-16T01:05:58Z,TypeScript,30292,186,45,2024-08-22T12:27:46Z,2572,1654,0.6430793157076206,13,0
NeteaseCloudMusicApi,2016-06-22T11:58:03Z,Unknown,30274,292,0,2024-08-23T00:25:20Z,1337,1190,0.8900523560209425,8,0
serenity,2018-12-02T19:28:41Z,C++,30239,18536,0,2024-08-23T00:29:35Z,4170,3467,0.8314148681055156,6,0
ruff,2022-08-09T17:17:44Z,Rust,30215,7201,321,2024-08-23T00:15:53Z,5000,4019,0.8038,2,0
portainer,2016-05-19T20:15:28Z,TypeScript,30153,4697,118,2024-08-22T23:52:24Z,5604,5148,0.9186295503211992,8,0
spring-boot-examples,2016-11-05T05:32:33Z,Java,30145,7,0,2024-08-22T15:34:38Z,106,99,0.9339622641509434,8,0
nps,2018-11-04T13:22:51Z,Go,30140,74,59,2024-08-22T13:20:54Z,1172,697,0.5947098976109215,6,0
swr,2019-10-28T18:16:01Z,TypeScript,30132,763,115,2024-08-22T22:34:21Z,901,798,0.8856825749167592,5,0
faiss,2017-02-07T16:07:05Z,C++,30111,136,16,2024-08-22T22:59:49Z,2442,2234,0.9148239148239148,7,0
dotfiles,2011-09-05T18:07:54Z,Shell,30107,44,0,2024-08-22T23:21:35Z,389,248,0.6375321336760925,13,0
selenium,2013-01-14T21:40:56Z,Java,30053,2108,96,2024-08-22T22:32:09Z,10323,10169,0.985081856049598,11,0
