name,createdAt,primaryLanguage,stargazers,pullRequests,releases,updatedAt,total_issues,closed_issues,issue_closure_ratio,age,last_update
fairseq,2017-08-29T16:26:12Z,Python,30047,229,16,2024-08-22T14:47:49Z,4180,3049,0.7294258373205742,7,0
AnotherRedisDesktopManager,2019-01-08T06:01:56Z,JavaScript,30040,139,49,2024-08-22T19:45:28Z,990,872,0.8808080808080808,5,0
lottie-web,2015-02-20T21:02:59Z,JavaScript,29978,133,0,2024-08-22T19:29:05Z,2851,2119,0.7432479831638021,9,0
HEAD,2016-04-20T20:05:37Z,Unknown,29969,86,0,2024-08-22T22:20:06Z,93,73,0.7849462365591398,8,0
jq,2012-07-18T19:57:25Z,C,29943,541,13,2024-08-23T00:01:33Z,2200,1827,0.8304545454545454,12,0
C-Plus-Plus,2016-07-16T10:19:45Z,C++,29889,594,0,2024-08-22T21:00:09Z,287,276,0.9616724738675958,8,0
autogen,2023-08-18T11:43:45Z,Jupyter Notebook,29876,1164,58,2024-08-22T22:25:40Z,1565,947,0.6051118210862619,1,0
nacos,2018-06-15T06:49:27Z,Java,29864,2778,69,2024-08-22T10:55:33Z,8456,8229,0.973155156102176,6,0
detectron2,2019-09-05T21:30:20Z,Python,29793,0,10,2024-08-23T00:16:07Z,3490,3062,0.8773638968481375,5,0
vue-cli,2015-12-26T23:11:20Z,JavaScript,29754,1258,177,2024-08-22T19:06:15Z,5484,4553,0.8302334062727936,9,0
linux-insides,2015-01-03T18:44:57Z,Python,29739,575,0,2024-08-23T00:11:52Z,182,152,0.8351648351648352,9,0
cockroach,2014-02-06T00:18:47Z,Go,29725,57354,0,2024-08-22T23:00:38Z,64727,59446,0.9184111730807855,10,0
pytorch-tutorial,2017-03-10T07:41:47Z,Python,29713,28,0,2024-08-22T21:45:52Z,178,113,0.6348314606741573,7,0
HowToLiveLonger,2022-04-16T04:15:18Z,Unknown,29674,13,0,2024-08-22T15:54:35Z,129,103,0.7984496124031008,2,0
foundation-sites,2011-10-13T23:05:42Z,HTML,29655,2950,78,2024-08-22T22:29:07Z,8234,8160,0.9910128734515424,13,0
jsoncrack.com,2022-01-30T15:25:18Z,TypeScript,29637,74,20,2024-08-22T23:54:20Z,219,181,0.8264840182648402,2,0
memos,2021-12-08T15:30:18Z,Go,29603,1454,67,2024-08-23T00:10:35Z,1863,1835,0.984970477724101,3,0
awesome-docker,2014-09-21T17:01:48Z,Unknown,29598,915,1,2024-08-23T00:30:03Z,125,125,1.0,10,0
jax,2018-10-25T21:25:02Z,Python,29597,10259,109,2024-08-22T23:59:58Z,5437,4135,0.7605297038808166,6,0
symfony,2010-01-04T14:21:21Z,PHP,29566,22588,507,2024-08-22T23:40:27Z,20214,19690,0.9740773721183338,14,0
ChatTTS,2024-05-27T18:26:49Z,Python,29553,187,1,2024-08-23T00:36:26Z,472,379,0.8029661016949152,0,0
spaCy,2014-07-03T15:15:40Z,Python,29536,3555,125,2024-08-22T17:07:35Z,5620,5510,0.9804270462633452,10,0
slate,2016-06-18T01:52:42Z,TypeScript,29515,1836,172,2024-08-22T19:12:35Z,3124,2488,0.7964148527528809,8,0
ControlNet,2023-02-01T02:43:30Z,Python,29505,5,0,2024-08-22T18:24:11Z,536,131,0.24440298507462688,1,0
floating-ui,2016-03-29T17:00:47Z,TypeScript,29500,1021,445,2024-08-22T23:45:32Z,1345,1330,0.9888475836431226,8,0
my-tv,2023-12-04T12:18:39Z,C,29452,11,72,2024-08-22T23:15:08Z,892,763,0.8553811659192825,1,0
react-boilerplate,2015-02-18T14:36:32Z,JavaScript,29443,715,16,2024-08-22T15:44:39Z,1902,1822,0.9579390115667719,9,0
phantomjs,2010-12-27T08:18:58Z,C++,29440,562,0,2024-08-22T16:04:24Z,4745,4731,0.9970495258166491,14,0
calculator,2019-01-28T17:55:49Z,C++,29435,853,0,2024-08-22T23:04:33Z,1046,700,0.6692160611854685,5,0
layui,2015-09-22T08:12:03Z,JavaScript,29411,482,125,2024-08-22T17:28:40Z,1012,989,0.9772727272727273,9,0
lede,2017-09-06T07:39:03Z,C,29403,1956,6,2024-08-22T18:30:26Z,8542,7815,0.9148911261999532,7,0
sequelize,2010-07-22T07:11:11Z,TypeScript,29378,4732,478,2024-08-22T19:51:06Z,10316,9477,0.9186700271423032,14,0
LLaMA-Factory,2023-05-28T10:09:12Z,Python,29375,186,30,2024-08-23T00:24:54Z,4625,4505,0.9740540540540541,1,0
chatgpt-on-wechat,2022-08-07T08:33:41Z,Python,29368,209,57,2024-08-22T19:19:07Z,1744,1493,0.8560779816513762,2,0
webtorrent,2013-10-15T08:16:40Z,JavaScript,29365,891,191,2024-08-22T22:28:56Z,1633,1564,0.9577464788732394,11,0
project-guidelines,2017-06-30T10:17:55Z,JavaScript,29362,113,0,2024-08-22T23:07:35Z,38,29,0.7631578947368421,7,0
gpt-pilot,2023-08-16T11:56:07Z,Python,29361,395,0,2024-08-23T00:29:11Z,511,293,0.5733855185909981,1,0
echo,2015-03-01T17:43:01Z,Go,29301,569,104,2024-08-23T00:24:23Z,1415,1365,0.9646643109540636,9,0
leakcanary,2015-04-29T23:54:16Z,Kotlin,29295,918,43,2024-08-22T22:09:47Z,1606,1512,0.9414694894146949,9,0
Sortable,2013-12-19T10:10:13Z,JavaScript,29287,246,26,2024-08-22T23:33:46Z,1783,1329,0.7453729669097028,11,0
stanford_alpaca,2023-03-10T23:33:09Z,Python,29284,6,0,2024-08-22T20:43:42Z,267,97,0.36329588014981273,1,0
interactive-coding-challenges,2015-04-28T21:36:39Z,Python,29281,176,0,2024-08-22T20:33:08Z,67,32,0.47761194029850745,9,0
maybe,2024-01-01T22:23:46Z,Ruby,29219,522,15,2024-08-22T22:29:45Z,324,316,0.9753086419753086,0,0
es6features,2014-03-03T18:29:30Z,Unknown,29212,41,0,2024-08-22T18:38:27Z,57,36,0.631578947368421,10,0
500lines,2013-11-04T02:02:53Z,JavaScript,29199,175,0,2024-08-22T23:11:42Z,70,39,0.5571428571428572,11,0
Hover,2014-01-02T14:27:35Z,SCSS,29184,23,10,2024-08-22T08:37:20Z,107,83,0.7757009345794392,10,0
OpenBB,2020-12-20T10:46:38Z,Python,29167,3860,37,2024-08-23T00:33:34Z,2041,2014,0.9867711905928467,4,0
COVID-19,2020-02-04T22:03:53Z,Unknown,29137,2152,0,2024-08-22T15:48:31Z,3759,2079,0.553072625698324,4,0
etcher,2015-10-27T16:53:23Z,TypeScript,29112,1722,280,2024-08-23T00:18:47Z,2215,1793,0.8094808126410835,9,0
upscayl,2022-07-30T17:19:20Z,TypeScript,29079,64,27,2024-08-23T00:17:01Z,723,684,0.946058091286307,2,0
minikube,2016-04-15T22:38:35Z,Go,29054,7983,148,2024-08-22T20:36:26Z,9566,8894,0.9297512021743676,8,0
standard,2015-01-27T01:23:31Z,JavaScript,29041,412,5,2024-08-22T15:01:09Z,1228,1119,0.9112377850162866,9,0
apollo,2016-03-04T10:24:23Z,Java,29024,1381,40,2024-08-22T23:57:14Z,3226,3083,0.9556726596404216,8,0
milvus,2019-09-16T06:43:43Z,Go,29006,18948,86,2024-08-23T00:34:10Z,11477,10878,0.9478086607998606,5,0
mattermost,2015-06-15T06:50:02Z,TypeScript,28989,16517,602,2024-08-22T23:45:10Z,8402,7717,0.9184717924303737,9,0
Flowise,2023-03-31T12:23:09Z,TypeScript,28982,792,48,2024-08-22T22:28:02Z,1270,857,0.6748031496062992,1,0
awesome-remote-job,2015-01-02T00:31:34Z,Unknown,28950,557,0,2024-08-23T00:20:37Z,53,42,0.7924528301886793,9,0
ShareX,2013-10-08T23:32:10Z,C#,28947,738,79,2024-08-22T23:34:26Z,6430,5877,0.9139968895800933,11,0
pnpm,2016-01-28T07:40:43Z,TypeScript,28938,2214,944,2024-08-22T22:16:56Z,4211,2646,0.6283543101401092,8,0
mmdetection,2018-08-22T07:06:06Z,Python,28904,2359,53,2024-08-22T23:07:34Z,8265,6698,0.8104053236539625,6,0
jsPDF,2009-12-06T14:56:32Z,JavaScript,28903,700,32,2024-08-22T17:54:18Z,2486,2367,0.9521319388576026,15,0
AI-Expert-Roadmap,2020-10-24T21:49:40Z,JavaScript,28887,13,0,2024-08-22T21:24:26Z,63,46,0.7301587301587301,4,0
hutool,2014-04-13T07:23:51Z,Java,28864,410,144,2024-08-22T18:45:44Z,2753,2750,0.9989102796948783,10,0
uppy,2015-11-16T12:32:33Z,TypeScript,28844,2834,115,2024-08-22T13:28:35Z,2283,2159,0.9456855015330705,9,0
remote-jobs,2015-10-13T03:49:25Z,JavaScript,28819,1202,0,2024-08-22T23:41:43Z,172,149,0.8662790697674418,9,0
particles.js,2014-09-06T14:29:47Z,JavaScript,28817,21,6,2024-08-23T00:04:47Z,404,105,0.2599009900990099,10,0
v2ray-core,2019-04-15T10:05:54Z,Go,28764,795,84,2024-08-22T18:41:13Z,945,889,0.9407407407407408,5,0
polars,2020-05-13T19:45:33Z,Rust,28755,8967,173,2024-08-22T19:39:52Z,8411,6592,0.7837355843538224,4,0
awesome-macos-command-line,2015-09-22T19:37:55Z,Unknown,28740,104,0,2024-08-22T22:31:39Z,0,0,0.0,9,0
OpenAPI-Specification,2014-03-03T16:53:36Z,Markdown,28730,1081,10,2024-08-22T20:26:40Z,2216,2029,0.9156137184115524,10,0
sharp,2013-08-19T20:24:24Z,JavaScript,28724,284,88,2024-08-22T20:35:14Z,3771,3668,0.9726862901087244,11,0
remix,2020-10-26T19:57:28Z,TypeScript,28711,3228,146,2024-08-22T23:51:26Z,2426,2177,0.8973619126133553,4,0
go-zero,2020-08-07T15:37:57Z,Go,28692,2022,111,2024-08-23T00:02:21Z,1613,1368,0.8481091134531928,4,0
swift-algorithm-club,2016-01-26T17:56:12Z,Swift,28688,608,0,2024-08-22T12:48:28Z,214,183,0.8551401869158879,8,0
Awesome,2016-05-30T17:27:35Z,Unknown,28615,206,0,2024-08-22T22:12:20Z,143,82,0.5734265734265734,8,0
algo,2016-05-15T03:42:48Z,Jinja,28603,530,2,2024-08-22T21:19:47Z,1590,1426,0.8968553459119497,8,0
todomvc,2011-06-03T19:56:33Z,JavaScript,28589,758,6,2024-08-22T20:07:15Z,782,659,0.8427109974424553,13,0
ToolJet,2021-03-30T08:51:34Z,JavaScript,28547,4957,234,2024-08-22T23:52:33Z,4244,3496,0.823751178133836,3,0
fabric.js,2010-06-09T22:24:38Z,JavaScript,28518,2184,150,2024-08-22T20:45:36Z,6012,5659,0.9412840984697272,14,0
awesome-python-cn,2015-11-03T09:50:50Z,Makefile,28507,51,0,2024-08-22T15:57:03Z,31,18,0.5806451612903226,9,0
influxdb,2013-09-26T14:31:10Z,Rust,28486,9908,86,2024-08-23T00:13:48Z,13381,11445,0.8553172408639115,11,0
composer,2011-06-08T08:53:00Z,PHP,28464,2817,201,2024-08-22T14:35:02Z,7683,7540,0.9813874788494078,13,0
postcss,2013-09-24T23:06:48Z,TypeScript,28403,732,253,2024-08-22T22:26:26Z,968,950,0.981404958677686,11,0
vuex,2015-07-16T04:21:26Z,JavaScript,28401,655,51,2024-08-22T20:49:28Z,1264,1166,0.9224683544303798,9,0
Mr.-Ranedeer-AI-Tutor,2023-03-31T12:37:26Z,Unknown,28367,19,3,2024-08-22T20:15:21Z,46,33,0.717391304347826,1,0
linkedin-skill-assessments-quizzes,2019-07-13T19:52:56Z,Unknown,28355,5593,1,2024-08-22T21:38:30Z,882,794,0.9002267573696145,5,0
slick,2014-03-24T02:10:05Z,JavaScript,28352,247,48,2024-08-22T16:12:37Z,3604,2399,0.6656492785793563,10,0
spotube,2021-02-14T03:17:58Z,Dart,28340,214,33,2024-08-22T23:25:58Z,1148,781,0.6803135888501742,3,0
YesPlayMusic,2020-10-09T10:04:21Z,Vue,28325,278,30,2024-08-22T18:10:37Z,1728,1162,0.6724537037037037,4,0
aseprite,2014-08-19T23:44:50Z,C++,28306,267,104,2024-08-22T20:49:32Z,3796,2224,0.5858798735511064,10,0
android_guides,2013-06-19T10:24:45Z,Unknown,28289,10,0,2024-08-22T16:11:52Z,379,219,0.5778364116094987,11,0
cheerio,2011-10-09T04:23:20Z,TypeScript,28284,2320,58,2024-08-22T22:20:09Z,1173,1150,0.9803921568627451,13,0
weekly,2017-03-20T06:10:04Z,JavaScript,28284,136,193,2024-08-22T16:36:41Z,364,363,0.9972527472527473,7,0
canal,2013-01-13T10:59:52Z,Java,28270,452,30,2024-08-22T11:39:58Z,4515,3473,0.7692137320044297,11,0
RevokeMsgPatcher,2019-07-21T15:12:52Z,C#,28225,10,18,2024-08-22T20:06:11Z,652,607,0.9309815950920245,5,0
tqdm,2015-06-03T13:13:14Z,Python,28213,284,128,2024-08-22T21:46:59Z,987,581,0.5886524822695035,9,0
kafka,2011-08-15T18:06:16Z,Java,28191,9009,0,2024-08-22T22:09:44Z,0,0,0.0,13,0
CyberChef,2016-11-28T10:34:07Z,JavaScript,28190,449,446,2024-08-22T22:02:20Z,956,590,0.6171548117154811,8,0
consul,2013-11-04T22:15:27Z,Go,28176,13211,178,2024-08-22T19:01:26Z,5433,4253,0.7828087612736978,11,0
SpringAll,2018-05-02T02:48:44Z,Java,28161,1,0,2024-08-22T12:02:09Z,47,27,0.574468085106383,6,0
async,2010-06-01T21:01:30Z,JavaScript,28149,536,7,2024-08-22T19:27:14Z,1130,1121,0.9920353982300885,14,0
lighthouse,2016-03-08T01:03:11Z,JavaScript,28145,5246,112,2024-08-22T21:58:28Z,9023,8487,0.9405962540175108,8,0
rocksdb,2012-11-30T06:16:18Z,C++,28128,602,193,2024-08-22T23:44:07Z,3182,2544,0.7994971715901948,12,0
rufus,2011-11-19T19:12:05Z,C,28122,1,80,2024-08-22T23:07:31Z,2303,2292,0.995223621363439,13,0
python-guide,2011-03-15T03:24:20Z,Batchfile,28120,683,0,2024-08-22T21:12:43Z,273,176,0.6446886446886447,13,0
backbone,2010-09-30T19:41:28Z,JavaScript,28101,879,0,2024-08-22T16:42:43Z,2407,2366,0.9829663481512256,14,0
GPTs,2023-11-11T03:24:16Z,Unknown,28092,43,0,2024-08-22T20:12:56Z,147,22,0.14965986394557823,1,0
django-rest-framework,2011-03-02T17:13:56Z,Python,28042,2956,18,2024-08-22T20:42:09Z,3907,3852,0.9859227028410545,13,0
coolify,2021-01-25T20:54:01Z,PHP,28039,891,517,2024-08-23T00:29:10Z,1548,1281,0.8275193798449613,3,0
css-protips,2015-08-29T12:29:03Z,Unknown,28035,67,0,2024-08-22T18:40:44Z,60,59,0.9833333333333333,9,0
OpenVoice,2023-11-29T12:17:01Z,Python,28033,17,0,2024-08-22T20:37:34Z,221,49,0.22171945701357465,1,0
machine-learning-for-software-engineers,2016-10-09T21:20:25Z,Unknown,28023,60,0,2024-08-22T23:24:13Z,25,9,0.36,8,0
editor.js,2015-11-28T20:56:35Z,TypeScript,28013,835,88,2024-08-22T17:17:07Z,1457,895,0.6142759094028827,9,0
ChatGPT,2022-12-03T14:35:24Z,Python,27998,294,277,2024-08-22T21:23:32Z,804,794,0.9875621890547264,2,0
chatbot-ui,2023-03-11T14:53:14Z,TypeScript,27924,281,0,2024-08-22T23:09:06Z,947,809,0.8542766631467793,1,0
react-spring,2018-03-07T15:39:32Z,TypeScript,27902,416,49,2024-08-22T22:23:10Z,1230,1126,0.9154471544715447,6,0
folly,2012-06-01T20:49:04Z,C++,27876,9,202,2024-08-22T23:23:25Z,1128,823,0.7296099290780141,12,0
druid,2011-11-03T05:12:51Z,Java,27853,1341,51,2024-08-22T17:47:33Z,4380,2258,0.5155251141552512,13,0
pytorch-lightning,2019-03-31T00:45:57Z,Python,27810,8734,160,2024-08-22T18:48:58Z,7025,6291,0.8955160142348755,5,0
the-super-tiny-compiler,2016-03-11T04:19:18Z,JavaScript,27772,20,0,2024-08-22T17:20:54Z,0,0,0.0,8,0
alpine,2019-11-28T13:51:55Z,HTML,27760,644,129,2024-08-22T20:06:22Z,598,598,1.0,5,0
spring-cloud-alibaba,2017-12-01T20:49:15Z,Java,27743,1034,42,2024-08-23T00:36:20Z,2362,2060,0.8721422523285352,7,0
freqtrade,2017-05-17T23:48:53Z,Python,27741,5184,87,2024-08-22T22:53:34Z,4618,4579,0.9915547856214811,7,0
HEU_KMS_Activator,2019-06-23T00:49:35Z,Unknown,27695,0,36,2024-08-22T20:49:37Z,146,19,0.13013698630136986,5,0
servo,2012-02-08T19:07:25Z,Rust,27583,16904,0,2024-08-23T00:03:26Z,12482,9442,0.7564492869732414,12,0
llvm-project,2016-12-07T09:39:33Z,LLVM,27579,23541,112,2024-08-23T00:35:25Z,75303,52572,0.6981395163539301,8,0
mpv,2012-10-13T08:08:44Z,C,27571,2702,85,2024-08-23T00:31:24Z,9915,9099,0.9177004538577912,12,0
ultralytics,2022-09-11T16:39:45Z,Python,27568,2056,54,2024-08-22T23:00:29Z,8416,7801,0.9269249049429658,2,0
handson-ml2,2019-01-08T03:49:07Z,Jupyter Notebook,27555,64,0,2024-08-23T00:37:08Z,512,299,0.583984375,5,0
legado,2019-05-22T04:18:58Z,Kotlin,27547,977,115,2024-08-23T00:28:15Z,2349,2310,0.9833971902937421,5,0
Data-Science-For-Beginners,2021-03-03T16:30:15Z,Jupyter Notebook,27540,293,0,2024-08-22T21:29:37Z,115,95,0.8260869565217391,3,0
nginxconfig.io,2018-01-05T14:21:14Z,JavaScript,27535,185,0,2024-08-22T19:44:53Z,235,182,0.774468085106383,6,0
Clone-Wars,2020-12-02T11:10:16Z,Unknown,27516,130,0,2024-08-22T22:02:57Z,78,69,0.8846153846153846,4,0
react-select,2014-08-26T04:27:45Z,TypeScript,27501,1040,54,2024-08-22T18:20:41Z,3583,3238,0.90371197320681,10,0
Charts,2015-03-20T10:49:12Z,Swift,27480,418,38,2024-08-22T23:07:34Z,4244,3377,0.7957115928369463,9,0
JavaScript30,2016-12-07T19:15:31Z,HTML,27452,152,0,2024-08-22T22:57:08Z,0,0,0.0,8,0
Real-ESRGAN,2021-07-19T03:23:30Z,Python,27436,21,10,2024-08-22T23:40:10Z,660,167,0.25303030303030305,3,0
immer,2017-12-29T12:25:47Z,JavaScript,27431,373,109,2024-08-23T00:14:15Z,654,625,0.9556574923547401,7,0
mobx,2015-03-14T14:31:38Z,TypeScript,27425,1113,103,2024-08-22T11:48:29Z,1945,1900,0.9768637532133676,9,0
Deep-Live-Cam,2023-09-24T13:19:31Z,Python,27423,21,1,2024-08-23T00:37:06Z,305,137,0.4491803278688525,1,0
croc,2017-10-17T15:20:18Z,Go,27418,208,164,2024-08-22T23:33:46Z,469,463,0.9872068230277186,7,0
CheatSheetSeries,2018-12-21T14:26:43Z,Python,27412,908,0,2024-08-22T23:16:07Z,439,401,0.9134396355353075,6,0
waifu2x,2015-05-17T07:29:15Z,Lua,27402,68,3,2024-08-22T23:03:59Z,359,208,0.5793871866295265,9,0
numpy,2010-09-13T23:02:39Z,Python,27390,11796,116,2024-08-22T22:44:01Z,12702,10766,0.8475830577861754,14,0
k3s,2018-05-31T01:37:46Z,Go,27373,3390,766,2024-08-22T22:46:34Z,5912,5796,0.9803788903924222,6,0
Daily-Interview-Question,2019-01-19T10:49:00Z,JavaScript,27368,15,0,2024-08-22T22:41:43Z,558,297,0.532258064516129,5,0
backstage,2020-01-24T22:39:49Z,TypeScript,27351,15968,358,2024-08-22T23:26:31Z,5932,5546,0.9349291975724882,4,0
yapi,2016-05-30T09:09:09Z,JavaScript,27292,141,1,2024-08-22T19:49:40Z,2440,917,0.37581967213114753,8,0
underscore,2009-10-25T18:31:06Z,JavaScript,27290,745,0,2024-08-22T23:04:57Z,1422,1391,0.9781997187060478,15,0
docsify,2016-11-20T07:55:43Z,JavaScript,27282,668,14,2024-08-23T00:23:58Z,1257,1119,0.8902147971360382,8,0
comprehensive-rust,2022-12-21T15:17:24Z,Rust,27255,1725,0,2024-08-22T21:34:08Z,280,179,0.6392857142857142,2,0
xxl-job,2015-11-28T12:59:34Z,Java,27247,98,33,2024-08-22T16:08:44Z,3033,1789,0.5898450379162545,9,0
vhr,2018-01-04T08:57:51Z,Java,27244,1,0,2024-08-22T16:12:17Z,253,96,0.3794466403162055,6,0
netron,2010-12-26T12:53:43Z,JavaScript,27206,1,2,2024-08-22T23:44:30Z,1110,1091,0.9828828828828828,14,0
LLM101n,2024-05-27T00:23:38Z,Unknown,27157,0,0,2024-08-22T20:54:27Z,0,0,0.0,0,0
weui,2014-12-18T04:09:54Z,Less,27136,199,48,2024-08-22T23:25:24Z,664,615,0.9262048192771084,10,0
MonitorControl,2017-09-16T21:13:40Z,Swift,27130,207,24,2024-08-22T18:57:20Z,886,860,0.9706546275395034,7,0
ResumeSample,2014-09-08T08:08:13Z,Unknown,27107,2,0,2024-08-22T19:21:16Z,0,0,0.0,10,0
applied-ml,2020-07-04T18:57:47Z,Unknown,27100,208,0,2024-08-22T21:16:06Z,24,22,0.9166666666666666,4,0
JCSprout,2017-12-17T09:06:50Z,Java,27069,69,0,2024-08-22T03:09:12Z,89,59,0.6629213483146067,7,0
Complete-Python-3-Bootcamp,2018-02-12T19:30:10Z,Jupyter Notebook,27041,12,0,2024-08-22T18:53:25Z,353,223,0.6317280453257791,6,0
data-science-ipython-notebooks,2015-01-23T19:38:29Z,Python,27026,31,0,2024-08-22T21:42:05Z,41,22,0.5365853658536586,9,0
legacy-homebrew,2009-05-20T19:38:37Z,Unknown,26996,222,0,2024-08-22T15:23:52Z,17029,17029,1.0,15,0
plane,2022-11-19T12:55:01Z,TypeScript,26995,4105,35,2024-08-22T23:47:15Z,905,561,0.6198895027624309,2,0
react-three-fiber,2019-02-25T14:31:51Z,TypeScript,26958,595,104,2024-08-23T00:14:41Z,1011,954,0.9436201780415431,5,0
refine,2021-01-20T12:01:32Z,TypeScript,26906,4103,1000,2024-08-22T23:58:33Z,1441,1419,0.9847328244274809,3,0
reverse-interview,2019-09-08T13:38:40Z,Unknown,26900,72,0,2024-08-22T15:52:56Z,25,18,0.72,5,0
directus,2012-12-12T01:35:36Z,TypeScript,26882,7334,311,2024-08-22T20:58:28Z,8386,7921,0.9445504412115431,12,0
os-tutorial,2014-09-29T08:39:34Z,C,26856,11,0,2024-08-22T22:46:32Z,174,103,0.5919540229885057,10,0
gitbook,2014-03-31T03:01:56Z,TypeScript,26852,358,11,2024-08-22T23:02:03Z,1845,1820,0.986449864498645,10,0
mongoose,2010-04-06T21:39:05Z,JavaScript,26845,3032,143,2024-08-22T23:45:44Z,10779,10542,0.978012802671862,14,0
outline,2016-05-22T21:31:47Z,TypeScript,26826,2305,133,2024-08-23T00:11:02Z,2786,2694,0.9669777458722182,8,0
Faker,2011-10-14T22:49:02Z,PHP,26785,823,12,2024-08-22T22:11:40Z,570,494,0.8666666666666667,13,0
xstate,2015-09-14T15:04:15Z,TypeScript,26779,1866,359,2024-08-22T23:46:45Z,1335,1254,0.9393258426966292,9,0
python-fire,2017-02-21T21:35:07Z,Python,26776,89,10,2024-08-23T00:26:08Z,317,193,0.6088328075709779,7,0
codemirror5,2011-01-14T13:44:03Z,JavaScript,26745,592,172,2024-08-21T20:53:52Z,4180,3775,0.90311004784689,13,1
hangzhou_house_knowledge,2018-02-24T01:54:18Z,CSS,26718,6,0,2024-08-22T14:57:00Z,148,48,0.32432432432432434,6,0
angular-cli,2015-06-04T19:49:37Z,TypeScript,26713,10197,735,2024-08-22T20:10:49Z,15362,15088,0.9821637807577138,9,0
helm,2015-10-06T01:07:32Z,Go,26682,3636,195,2024-08-22T19:27:32Z,7775,7455,0.9588424437299036,9,0
rethinkdb,2012-10-30T05:37:47Z,C++,26674,460,72,2024-08-22T20:10:36Z,6387,5045,0.7898857053389697,12,0
viper,2014-04-02T14:33:33Z,Go,26663,454,32,2024-08-22T19:21:02Z,869,471,0.5420023014959724,10,0
trilium,2017-05-23T00:30:20Z,JavaScript,26645,250,297,2024-08-22T16:24:20Z,3476,2608,0.7502876869965478,7,0
Probabilistic-Programming-and-Bayesian-Methods-for-Hackers,2013-01-14T15:46:28Z,Jupyter Notebook,26634,243,0,2024-08-22T22:03:29Z,245,90,0.3673469387755102,11,0
qBittorrent,2012-02-04T09:37:46Z,C++,26623,3460,0,2024-08-22T23:40:02Z,15782,12943,0.8201115194525409,12,0
ace,2010-10-27T10:43:36Z,JavaScript,26618,1799,85,2024-08-22T18:08:13Z,3087,2989,0.9682539682539683,14,0
lux,2018-02-24T11:29:03Z,Go,26606,295,86,2024-08-22T23:51:11Z,1031,532,0.516003879728419,6,0
gitflow,2010-01-20T23:14:12Z,Shell,26603,36,0,2024-08-23T00:03:17Z,363,126,0.34710743801652894,14,0
mediapipe,2019-06-13T19:16:41Z,C++,26581,184,55,2024-08-23T00:19:29Z,5060,4753,0.9393280632411067,5,0
dokku,2013-06-08T10:26:57Z,Shell,26546,3604,277,2024-08-22T23:52:43Z,2691,2649,0.9843924191750278,11,0
DevToys,2021-09-29T01:40:41Z,C#,26535,480,35,2024-08-22T23:21:36Z,789,616,0.7807351077313055,3,0
Python-programming-exercises,2012-06-14T07:56:46Z,Unknown,26528,0,0,2024-08-22T22:56:11Z,80,17,0.2125,12,0
commander.js,2011-08-14T21:33:58Z,JavaScript,26514,742,79,2024-08-22T10:26:15Z,1071,1060,0.9897292250233427,13,0
surrealdb,2021-12-09T15:03:29Z,Rust,26504,1290,49,2024-08-22T22:50:38Z,1576,946,0.600253807106599,3,0
server,2016-06-02T07:44:14Z,PHP,26460,23554,257,2024-08-23T00:20:14Z,18639,16299,0.8744567841622405,8,0
kit,2015-02-03T00:01:19Z,Go,26450,479,13,2024-08-22T20:14:09Z,564,525,0.9308510638297872,9,0
roop,2023-05-28T14:37:54Z,Python,26393,82,6,2024-08-23T00:38:00Z,0,0,0.0,1,-1
aos,2015-07-09T17:49:00Z,JavaScript,26380,38,0,2024-08-22T22:19:28Z,689,360,0.5224963715529753,9,0
hosts,2012-04-12T20:22:50Z,Python,26365,470,667,2024-08-22T23:42:17Z,1930,1844,0.9554404145077721,12,0
ruoyi-vue-pro,2021-01-24T03:18:25Z,Java,26356,49,28,2024-08-22T16:47:46Z,433,425,0.9815242494226328,3,0
90DaysOfDevOps,2021-12-26T13:55:18Z,Shell,26323,356,2,2024-08-22T23:56:16Z,86,79,0.9186046511627907,3,0
ink,2017-06-12T06:12:28Z,TypeScript,26320,206,52,2024-08-22T22:35:16Z,345,287,0.8318840579710145,7,0
tiptap,2018-08-20T19:58:58Z,TypeScript,26311,860,828,2024-08-23T00:15:34Z,2732,2258,0.8265007320644217,6,0
plyr,2015-02-14T11:33:07Z,JavaScript,26248,384,88,2024-08-22T15:26:58Z,2079,1214,0.583934583934584,9,0
bulletproof-react,2021-05-30T14:47:16Z,TypeScript,26247,58,0,2024-08-22T23:47:00Z,95,69,0.7263157894736842,3,0
Detectron,2017-10-05T17:32:00Z,Python,26234,0,0,2024-08-21T23:37:13Z,925,619,0.6691891891891892,7,1
swagger-ui,2011-07-15T22:56:39Z,JavaScript,26228,3152,346,2024-08-22T19:48:08Z,5471,4366,0.7980259550356424,13,0
tokio,2016-09-09T22:31:36Z,Rust,26219,3298,121,2024-08-23T00:30:56Z,2277,2003,0.8796662274923145,8,0
k9s,2019-01-25T18:46:02Z,Go,26218,632,225,2024-08-23T00:28:12Z,1805,1321,0.7318559556786703,5,0
react-virtualized,2015-11-03T00:48:07Z,JavaScript,26218,453,5,2024-08-22T12:46:40Z,1197,803,0.670843776106934,9,0
dnSpy,2015-07-01T16:05:10Z,C#,26214,53,1,2024-08-22T19:03:43Z,0,0,0.0,9,0
nodemon,2010-10-03T12:50:52Z,JavaScript,26206,306,97,2024-08-22T16:27:34Z,1653,1648,0.9969751966122202,14,0
bubbletea,2020-01-10T21:04:03Z,Go,26192,462,40,2024-08-22T21:25:44Z,284,230,0.8098591549295775,4,0
